Unnamed: 0,contrast,estimate,SE,df,t.ratio,p.value,Significance,Test Details
1069,G1 M Order1 - G0 F Order2,15.66666667,29.06908488,19,0.538945988,1.0,,"t(19) = 0.539, p = 1.000e+00"
1070,G1 M Order1 - G1 F Order2,11.83333333,19.60679259,19,0.603532336,1.0,,"t(19) = 0.604, p = 1.000e+00"
1071,G1 M Order1 - G2 F Order2,30.16666667,24.14427275,19,1.249433643,1.0,,"t(19) = 1.249, p = 1.000e+00"
1072,G1 M Order1 - NR0 F Order2,22.33333333,19.9777581,19,1.117909889,1.0,,"t(19) = 1.118, p = 1.000e+00"
1073,G1 M Order1 - NR1 F Order2,-2.833333333,21.11490425,19,-0.134186416,1.0,,"t(19) = -0.134, p = 1.000e+00"
1074,G1 M Order1 - NR2 F Order2,34.16666667,18.00972772,19,1.897122889,0.998402307,,"t(19) = 1.897, p = 9.984e-01"
1075,G1 M Order1 - NR3 F Order2,50.16666667,18.4475628,19,2.719419753,0.857538277,,"t(19) = 2.719, p = 8.575e-01"
1076,G1 M Order1 - NR4 F Order2,66.0,18.47275535,19,3.572829216,0.401073892,,"t(19) = 3.573, p = 4.011e-01"
1077,G1 M Order1 - NR5 F Order2,15.66666667,20.05492458,19,0.781188012,1.0,,"t(19) = 0.781, p = 1.000e+00"
1078,G1 M Order1 - NR6 F Order2,18.83333333,18.34049302,19,1.026871705,1.0,,"t(19) = 1.027, p = 1.000e+00"
1079,G1 M Order1 - PR0 F Order2,97.16666667,18.33016719,19,5.300915461,0.023159436,*,"t(19) = 5.301, p = 2.316e-02"
1080,G1 M Order1 - PR1 F Order2,71.33333333,20.04044886,19,3.559467845,0.407847947,,"t(19) = 3.559, p = 4.078e-01"
1081,G1 M Order1 - PR2 F Order2,14.16666667,20.00708939,19,0.70808234,1.0,,"t(19) = 0.708, p = 1.000e+00"
1082,G1 M Order1 - PR3 F Order2,33.5,19.7052402,19,1.7000554,0.99980606,,"t(19) = 1.700, p = 9.998e-01"
1083,G1 M Order1 - PR4 F Order2,19.66666667,20.49263882,19,0.959694203,1.0,,"t(19) = 0.960, p = 1.000e+00"
1084,G1 M Order1 - PR5 F Order2,3.5,20.18972873,19,0.173355474,1.0,,"t(19) = 0.173, p = 1.000e+00"
1085,G1 M Order1 - PR6 F Order2,41.0,19.96179831,19,2.053923167,0.994155097,,"t(19) = 2.054, p = 9.942e-01"
1086,G1 M Order1 - G0 M Order2,-34.33333333,29.06908488,19,-1.181094399,1.0,,"t(19) = -1.181, p = 1.000e+00"
1087,G1 M Order1 - G1 M Order2,-26.16666667,19.60679259,19,-1.334571503,0.999999537,,"t(19) = -1.335, p = 1.000e+00"
1088,G1 M Order1 - G2 M Order2,58.66666667,24.14427275,19,2.429837804,0.949571013,,"t(19) = 2.430, p = 9.496e-01"
1089,G1 M Order1 - NR0 M Order2,-33.33333333,19.9777581,19,-1.668522222,0.999869747,,"t(19) = -1.669, p = 9.999e-01"
1090,G1 M Order1 - NR1 M Order2,-13.66666667,21.11490425,19,-0.647252126,1.0,,"t(19) = -0.647, p = 1.000e+00"
1091,G1 M Order1 - NR2 M Order2,6.166666667,18.00972772,19,0.342407546,1.0,,"t(19) = 0.342, p = 1.000e+00"
1092,G1 M Order1 - NR3 M Order2,9.833333333,18.4475628,19,0.53304241,1.0,,"t(19) = 0.533, p = 1.000e+00"
1093,G1 M Order1 - NR4 M Order2,11.16666667,18.47275535,19,0.604493832,1.0,,"t(19) = 0.604, p = 1.000e+00"
1094,G1 M Order1 - NR5 M Order2,22.66666667,20.05492458,19,1.130229464,1.0,,"t(19) = 1.130, p = 1.000e+00"
1095,G1 M Order1 - NR6 M Order2,27.0,18.34049302,19,1.472152355,0.99999323,,"t(19) = 1.472, p = 1.000e+00"
1096,G1 M Order1 - PR0 M Order2,69.33333333,18.33016719,19,3.78247141,0.30346459,,"t(19) = 3.782, p = 3.035e-01"
1097,G1 M Order1 - PR1 M Order2,77.16666667,20.04044886,19,3.850545823,0.275530537,,"t(19) = 3.851, p = 2.755e-01"
1098,G1 M Order1 - PR2 M Order2,48.16666667,20.00708939,19,2.407479956,0.954322833,,"t(19) = 2.407, p = 9.543e-01"
1099,G1 M Order1 - PR3 M Order2,28.5,19.7052402,19,1.446315788,0.999995727,,"t(19) = 1.446, p = 1.000e+00"
1100,G1 M Order1 - PR4 M Order2,-4.833333333,20.49263882,19,-0.23585705,1.0,,"t(19) = -0.236, p = 1.000e+00"
1101,G1 M Order1 - PR5 M Order2,-10.33333333,20.18972873,19,-0.5118114,1.0,,"t(19) = -0.512, p = 1.000e+00"
1102,G1 M Order1 - PR6 M Order2,-30.83333333,19.96179831,19,-1.544617016,0.999977613,,"t(19) = -1.545, p = 1.000e+00"
1103,G2 M Order1 - NR0 M Order1,31.83333333,21.01312595,19,1.514926119,0.999986062,,"t(19) = 1.515, p = 1.000e+00"
1104,G2 M Order1 - NR1 M Order1,24.16666667,21.51216846,19,1.123395194,1.0,,"t(19) = 1.123, p = 1.000e+00"
1105,G2 M Order1 - NR2 M Order1,17.0,18.39629539,19,0.924099099,1.0,,"t(19) = 0.924, p = 1.000e+00"
1106,G2 M Order1 - NR3 M Order1,23.83333333,20.24647829,19,1.177159454,1.0,,"t(19) = 1.177, p = 1.000e+00"
1107,G2 M Order1 - NR4 M Order1,22.5,18.68309897,19,1.204296998,1.0,,"t(19) = 1.204, p = 1.000e+00"
1108,G2 M Order1 - NR5 M Order1,14.33333333,20.16511521,19,0.710798485,1.0,,"t(19) = 0.711, p = 1.000e+00"
1109,G2 M Order1 - NR6 M Order1,16.16666667,20.06015078,19,0.805909529,1.0,,"t(19) = 0.806, p = 1.000e+00"
1110,G2 M Order1 - PR0 M Order1,62.33333333,27.86550824,19,2.236935095,0.980778746,,"t(19) = 2.237, p = 9.808e-01"
1111,G2 M Order1 - PR1 M Order1,47.33333333,27.05726005,19,1.749376442,0.999651411,,"t(19) = 1.749, p = 9.997e-01"
1112,G2 M Order1 - PR2 M Order1,15.0,24.60236403,19,0.609697506,1.0,,"t(19) = 0.610, p = 1.000e+00"
1113,G2 M Order1 - PR3 M Order1,6.666666667,22.03042155,19,0.302611852,1.0,,"t(19) = 0.303, p = 1.000e+00"
1114,G2 M Order1 - PR4 M Order1,-0.666666667,21.79198576,19,-0.030592286,1.0,,"t(19) = -0.031, p = 1.000e+00"
1115,G2 M Order1 - PR5 M Order1,2.166666667,21.96116322,19,0.098659012,1.0,,"t(19) = 0.099, p = 1.000e+00"
1116,G2 M Order1 - PR6 M Order1,11.66666667,21.3896324,19,0.545435585,1.0,,"t(19) = 0.545, p = 1.000e+00"
1117,G2 M Order1 - G0 F Order2,-7.666666667,32.30373487,19,-0.237330658,1.0,,"t(19) = -0.237, p = 1.000e+00"
1118,G2 M Order1 - G1 F Order2,-11.5,24.14427275,19,-0.476303433,1.0,,"t(19) = -0.476, p = 1.000e+00"
1119,G2 M Order1 - G2 F Order2,6.833333333,27.95470438,19,0.244443055,1.0,,"t(19) = 0.244, p = 1.000e+00"
1120,G2 M Order1 - NR0 F Order2,-1.0,24.44648051,19,-0.040905684,1.0,,"t(19) = -0.041, p = 1.000e+00"
1121,G2 M Order1 - NR1 F Order2,-26.16666667,25.38422289,19,-1.030824019,1.0,,"t(19) = -1.031, p = 1.000e+00"
1122,G2 M Order1 - NR2 F Order2,10.83333333,22.86634827,19,0.47376753,1.0,,"t(19) = 0.474, p = 1.000e+00"
1123,G2 M Order1 - NR3 F Order2,26.83333333,23.21275864,19,1.155973478,1.0,,"t(19) = 1.156, p = 1.000e+00"
1124,G2 M Order1 - NR4 F Order2,42.66666667,23.23278461,19,1.836485268,0.999110303,,"t(19) = 1.836, p = 9.991e-01"
1125,G2 M Order1 - NR5 F Order2,-7.666666667,24.50958161,19,-0.312802837,1.0,,"t(19) = -0.313, p = 1.000e+00"
1126,G2 M Order1 - NR6 F Order2,-4.5,23.12775983,19,-0.194571374,1.0,,"t(19) = -0.195, p = 1.000e+00"
1127,G2 M Order1 - PR0 F Order2,73.83333333,23.11957223,19,3.193542364,0.610576905,,"t(19) = 3.194, p = 6.106e-01"
1128,G2 M Order1 - PR1 F Order2,48.0,24.49773829,19,1.959364552,0.99723102,,"t(19) = 1.959, p = 9.972e-01"
1129,G2 M Order1 - PR2 F Order2,-9.166666667,24.47045599,19,-0.374601383,1.0,,"t(19) = -0.375, p = 1.000e+00"
1130,G2 M Order1 - PR3 F Order2,10.16666667,24.22428703,19,0.419688995,1.0,,"t(19) = 0.420, p = 1.000e+00"
1131,G2 M Order1 - PR4 F Order2,-3.666666667,24.86901358,19,-0.147439168,1.0,,"t(19) = -0.147, p = 1.000e+00"
1132,G2 M Order1 - PR5 F Order2,-19.83333333,24.62000684,19,-0.805577897,1.0,,"t(19) = -0.806, p = 1.000e+00"
1133,G2 M Order1 - PR6 F Order2,17.66666667,24.43343984,19,0.723052783,1.0,,"t(19) = 0.723, p = 1.000e+00"
1134,G2 M Order1 - G0 M Order2,-57.66666667,32.30373487,19,-1.7851393,0.999480374,,"t(19) = -1.785, p = 9.995e-01"
1135,G2 M Order1 - G1 M Order2,-49.5,24.14427275,19,-2.050175647,0.994314974,,"t(19) = -2.050, p = 9.943e-01"
1136,G2 M Order1 - G2 M Order2,35.33333333,27.95470438,19,1.263949454,1.0,,"t(19) = 1.264, p = 1.000e+00"
1137,G2 M Order1 - NR0 M Order2,-56.66666667,24.44648051,19,-2.317988745,0.970241801,,"t(19) = -2.318, p = 9.702e-01"
1138,G2 M Order1 - NR1 M Order2,-37.0,25.38422289,19,-1.457598295,0.999994764,,"t(19) = -1.458, p = 1.000e+00"
1139,G2 M Order1 - NR2 M Order2,-17.16666667,22.86634827,19,-0.750739316,1.0,,"t(19) = -0.751, p = 1.000e+00"
1140,G2 M Order1 - NR3 M Order2,-13.5,23.21275864,19,-0.581576719,1.0,,"t(19) = -0.582, p = 1.000e+00"
1141,G2 M Order1 - NR4 M Order2,-12.16666667,23.23278461,19,-0.523685252,1.0,,"t(19) = -0.524, p = 1.000e+00"
1142,G2 M Order1 - NR5 M Order2,-0.666666667,24.50958161,19,-0.027200247,1.0,,"t(19) = -0.027, p = 1.000e+00"
1143,G2 M Order1 - NR6 M Order2,3.666666667,23.12775983,19,0.158539638,1.0,,"t(19) = 0.159, p = 1.000e+00"
1144,G2 M Order1 - PR0 M Order2,46.0,23.11957223,19,1.989656191,0.996443199,,"t(19) = 1.990, p = 9.964e-01"
1145,G2 M Order1 - PR1 M Order2,53.83333333,24.49773829,19,2.197481771,0.984749087,,"t(19) = 2.197, p = 9.847e-01"
1146,G2 M Order1 - PR2 M Order2,24.83333333,24.47045599,19,1.014829202,1.0,,"t(19) = 1.015, p = 1.000e+00"
1147,G2 M Order1 - PR3 M Order2,5.166666667,24.22428703,19,0.213284571,1.0,,"t(19) = 0.213, p = 1.000e+00"
1148,G2 M Order1 - PR4 M Order2,-28.16666667,24.86901358,19,-1.13260088,1.0,,"t(19) = -1.133, p = 1.000e+00"
1149,G2 M Order1 - PR5 M Order2,-33.66666667,24.62000684,19,-1.367451556,0.999999072,,"t(19) = -1.367, p = 1.000e+00"
1150,G2 M Order1 - PR6 M Order2,-54.16666667,24.43343984,19,-2.216907117,0.982881495,,"t(19) = -2.217, p = 9.829e-01"
1151,NR0 M Order1 - NR1 M Order1,-7.666666667,17.51458039,19,-0.437730536,1.0,,"t(19) = -0.438, p = 1.000e+00"
1152,NR0 M Order1 - NR2 M Order1,-14.83333333,14.55538927,19,-1.019095612,1.0,,"t(19) = -1.019, p = 1.000e+00"
1153,NR0 M Order1 - NR3 M Order1,-8.0,16.22421481,19,-0.493090118,1.0,,"t(19) = -0.493, p = 1.000e+00"
1154,NR0 M Order1 - NR4 M Order1,-9.333333333,18.49973131,19,-0.504511832,1.0,,"t(19) = -0.505, p = 1.000e+00"
1155,NR0 M Order1 - NR5 M Order1,-17.5,22.70382017,19,-0.770795393,1.0,,"t(19) = -0.771, p = 1.000e+00"
1156,NR0 M Order1 - NR6 M Order1,-15.66666667,20.53131256,19,-0.763062109,1.0,,"t(19) = -0.763, p = 1.000e+00"
1157,NR0 M Order1 - PR0 M Order1,30.5,21.75269023,19,1.402125424,0.99999814,,"t(19) = 1.402, p = 1.000e+00"
1158,NR0 M Order1 - PR1 M Order1,15.5,21.94150917,19,0.706423605,1.0,,"t(19) = 0.706, p = 1.000e+00"
1159,NR0 M Order1 - PR2 M Order1,-16.83333333,20.31168678,19,-0.828751128,1.0,,"t(19) = -0.829, p = 1.000e+00"
1160,NR0 M Order1 - PR3 M Order1,-25.16666667,14.59226544,19,-1.724657955,0.999738773,,"t(19) = -1.725, p = 9.997e-01"
1161,NR0 M Order1 - PR4 M Order1,-32.5,13.3466381,19,-2.435070147,0.948412172,,"t(19) = -2.435, p = 9.484e-01"
1162,NR0 M Order1 - PR5 M Order1,-29.66666667,12.38808379,19,-2.394774461,0.956880775,,"t(19) = -2.395, p = 9.569e-01"
1163,NR0 M Order1 - PR6 M Order1,-20.16666667,10.0514757,19,-2.006338897,0.995935876,,"t(19) = -2.006, p = 9.959e-01"
1164,NR0 M Order1 - G0 F Order2,-39.5,29.32057637,19,-1.347176791,0.999999393,,"t(19) = -1.347, p = 1.000e+00"
1165,NR0 M Order1 - G1 F Order2,-43.33333333,19.9777581,19,-2.169078888,0.987193425,,"t(19) = -2.169, p = 9.872e-01"
1166,NR0 M Order1 - G2 F Order2,-25.0,24.44648051,19,-1.022642093,1.0,,"t(19) = -1.023, p = 1.000e+00"
1167,NR0 M Order1 - NR0 F Order2,-32.83333333,20.34195963,19,-1.614069339,0.999937439,,"t(19) = -1.614, p = 9.999e-01"
1168,NR0 M Order1 - NR1 F Order2,-58.0,21.45981557,19,-2.702725931,0.864371836,,"t(19) = -2.703, p = 8.644e-01"
1169,NR0 M Order1 - NR2 F Order2,-21.0,18.41289753,19,-1.140504908,1.0,,"t(19) = -1.141, p = 1.000e+00"
1170,NR0 M Order1 - NR3 F Order2,-5.0,18.84136609,19,-0.265373539,1.0,,"t(19) = -0.265, p = 1.000e+00"
1171,NR0 M Order1 - NR4 F Order2,10.83333333,18.86603278,19,0.57422424,1.0,,"t(19) = 0.574, p = 1.000e+00"
1172,NR0 M Order1 - NR5 F Order2,-39.5,20.4177497,19,-1.934591254,0.997762232,,"t(19) = -1.935, p = 9.978e-01"
1173,NR0 M Order1 - NR6 F Order2,-36.33333333,18.73654683,19,-1.939169136,0.997671062,,"t(19) = -1.939, p = 9.977e-01"
1174,NR0 M Order1 - PR0 F Order2,42.0,18.72643939,19,2.242818249,0.980125526,,"t(19) = 2.243, p = 9.801e-01"
1175,NR0 M Order1 - PR1 F Order2,16.16666667,20.4035314,19,0.792346499,1.0,,"t(19) = 0.792, p = 1.000e+00"
1176,NR0 M Order1 - PR2 F Order2,-41.0,20.37076652,19,-2.012688131,0.99572785,,"t(19) = -2.013, p = 9.957e-01"
1177,NR0 M Order1 - PR3 F Order2,-21.66666667,20.07438652,19,-1.079318994,1.0,,"t(19) = -1.079, p = 1.000e+00"
1178,NR0 M Order1 - PR4 F Order2,-35.5,20.84784758,19,-1.702813678,0.999799366,,"t(19) = -1.703, p = 9.998e-01"
1179,NR0 M Order1 - PR5 F Order2,-51.66666667,20.55017394,19,-2.514171744,0.928668447,,"t(19) = -2.514, p = 9.287e-01"
1180,NR0 M Order1 - PR6 F Order2,-14.16666667,20.32628581,19,-0.696962879,1.0,,"t(19) = -0.697, p = 1.000e+00"
1181,NR0 M Order1 - G0 M Order2,-89.5,29.32057637,19,-3.052463869,0.691193524,,"t(19) = -3.052, p = 6.912e-01"
1182,NR0 M Order1 - G1 M Order2,-81.33333333,19.9777581,19,-4.071194221,0.197987703,,"t(19) = -4.071, p = 1.980e-01"
1183,NR0 M Order1 - G2 M Order2,3.5,24.44648051,19,0.143169893,1.0,,"t(19) = 0.143, p = 1.000e+00"
1184,NR0 M Order1 - NR0 M Order2,-88.5,20.34195963,19,-4.350613294,0.12616529,,"t(19) = -4.351, p = 1.262e-01"
1185,NR0 M Order1 - NR1 M Order2,-68.83333333,21.45981557,19,-3.207545429,0.602494419,,"t(19) = -3.208, p = 6.025e-01"
1186,NR0 M Order1 - NR2 M Order2,-49.0,18.41289753,19,-2.661178119,0.880600359,,"t(19) = -2.661, p = 8.806e-01"
1187,NR0 M Order1 - NR3 M Order2,-45.33333333,18.84136609,19,-2.406053421,0.954615131,,"t(19) = -2.406, p = 9.546e-01"
1188,NR0 M Order1 - NR4 M Order2,-44.0,18.86603278,19,-2.332233836,0.968025475,,"t(19) = -2.332, p = 9.680e-01"
1189,NR0 M Order1 - NR5 M Order2,-32.5,20.4177497,19,-1.591752298,0.9999545,,"t(19) = -1.592, p = 1.000e+00"
1190,NR0 M Order1 - NR6 M Order2,-28.16666667,18.73654683,19,-1.503300844,0.999988491,,"t(19) = -1.503, p = 1.000e+00"
1191,NR0 M Order1 - PR0 M Order2,14.16666667,18.72643939,19,0.756506155,1.0,,"t(19) = 0.757, p = 1.000e+00"
1192,NR0 M Order1 - PR1 M Order2,22.0,20.4035314,19,1.07824472,1.0,,"t(19) = 1.078, p = 1.000e+00"
1193,NR0 M Order1 - PR2 M Order2,-7.0,20.37076652,19,-0.343629681,1.0,,"t(19) = -0.344, p = 1.000e+00"
1194,NR0 M Order1 - PR3 M Order2,-26.66666667,20.07438652,19,-1.328392608,0.999999596,,"t(19) = -1.328, p = 1.000e+00"
1195,NR0 M Order1 - PR4 M Order2,-60.0,20.84784758,19,-2.877994948,0.784530088,,"t(19) = -2.878, p = 7.845e-01"
1196,NR0 M Order1 - PR5 M Order2,-65.5,20.55017394,19,-3.187320953,0.614167085,,"t(19) = -3.187, p = 6.142e-01"
1197,NR0 M Order1 - PR6 M Order2,-86.0,20.32628581,19,-4.230974651,0.15360465,,"t(19) = -4.231, p = 1.536e-01"
1198,NR1 M Order1 - NR2 M Order1,-7.166666667,10.10231286,19,-0.709408505,1.0,,"t(19) = -0.709, p = 1.000e+00"
1199,NR1 M Order1 - NR3 M Order1,-0.333333333,10.12554237,19,-0.032920047,1.0,,"t(19) = -0.033, p = 1.000e+00"
1200,NR1 M Order1 - NR4 M Order1,-1.666666667,11.53552864,19,-0.144481169,1.0,,"t(19) = -0.144, p = 1.000e+00"
1201,NR1 M Order1 - NR5 M Order1,-9.833333333,13.45064619,19,-0.731067727,1.0,,"t(19) = -0.731, p = 1.000e+00"
1202,NR1 M Order1 - NR6 M Order1,-8.0,14.01749116,19,-0.570715537,1.0,,"t(19) = -0.571, p = 1.000e+00"
1203,NR1 M Order1 - PR0 M Order1,38.16666667,22.4694009,19,1.698606333,0.999809498,,"t(19) = 1.699, p = 9.998e-01"
1204,NR1 M Order1 - PR1 M Order1,23.16666667,23.08255588,19,1.003643911,1.0,,"t(19) = 1.004, p = 1.000e+00"
1205,NR1 M Order1 - PR2 M Order1,-9.166666667,23.58963247,19,-0.388588787,1.0,,"t(19) = -0.389, p = 1.000e+00"
1206,NR1 M Order1 - PR3 M Order1,-17.5,18.9164522,19,-0.925120621,1.0,,"t(19) = -0.925, p = 1.000e+00"
1207,NR1 M Order1 - PR4 M Order1,-24.83333333,17.33831743,19,-1.432280464,0.999996698,,"t(19) = -1.432, p = 1.000e+00"
1208,NR1 M Order1 - PR5 M Order1,-22.0,20.34135591,19,-1.081540488,1.0,,"t(19) = -1.082, p = 1.000e+00"
1209,NR1 M Order1 - PR6 M Order1,-12.5,16.48134689,19,-0.75843316,1.0,,"t(19) = -0.758, p = 1.000e+00"
1210,NR1 M Order1 - G0 F Order2,-31.83333333,30.10688561,19,-1.057343949,1.0,,"t(19) = -1.057, p = 1.000e+00"
1211,NR1 M Order1 - G1 F Order2,-35.66666667,21.11490425,19,-1.689170183,0.999830603,,"t(19) = -1.689, p = 9.998e-01"
1212,NR1 M Order1 - G2 F Order2,-17.33333333,25.38422289,19,-0.682838841,1.0,,"t(19) = -0.683, p = 1.000e+00"
1213,NR1 M Order1 - NR0 F Order2,-25.16666667,21.45981557,19,-1.172734527,1.0,,"t(19) = -1.173, p = 1.000e+00"
1214,NR1 M Order1 - NR1 F Order2,-50.33333333,22.5222567,19,-2.234826377,0.981008894,,"t(19) = -2.235, p = 9.810e-01"
1215,NR1 M Order1 - NR2 F Order2,-13.33333333,19.64085431,19,-0.678857097,1.0,,"t(19) = -0.679, p = 1.000e+00"
1216,NR1 M Order1 - NR3 F Order2,2.666666667,20.04308955,19,0.133046687,1.0,,"t(19) = 0.133, p = 1.000e+00"
1217,NR1 M Order1 - NR4 F Order2,18.5,20.06627907,19,0.921944718,1.0,,"t(19) = 0.922, p = 1.000e+00"
1218,NR1 M Order1 - NR5 F Order2,-31.83333333,21.53167122,19,-1.478442291,0.999992449,,"t(19) = -1.478, p = 1.000e+00"
1219,NR1 M Order1 - NR6 F Order2,-28.66666667,19.94458698,19,-1.437315634,0.999996376,,"t(19) = -1.437, p = 1.000e+00"
1220,NR1 M Order1 - PR0 F Order2,49.66666667,19.93509204,19,2.491418979,0.934780754,,"t(19) = 2.491, p = 9.348e-01"
1221,NR1 M Order1 - PR1 F Order2,23.83333333,21.51818896,19,1.107590113,1.0,,"t(19) = 1.108, p = 1.000e+00"
1222,NR1 M Order1 - PR2 F Order2,-33.33333333,21.48712385,19,-1.551316666,0.999975161,,"t(19) = -1.551, p = 1.000e+00"
1223,NR1 M Order1 - PR3 F Order2,-14.0,21.2063518,19,-0.66017956,1.0,,"t(19) = -0.660, p = 1.000e+00"
1224,NR1 M Order1 - PR4 F Order2,-27.83333333,21.93994328,19,-1.268614644,1.0,,"t(19) = -1.269, p = 1.000e+00"
1225,NR1 M Order1 - PR5 F Order2,-44.0,21.65728542,19,-2.031648896,0.995054227,,"t(19) = -2.032, p = 9.951e-01"
1226,NR1 M Order1 - PR6 F Order2,-6.5,21.44495879,19,-0.303101538,1.0,,"t(19) = -0.303, p = 1.000e+00"
1227,NR1 M Order1 - G0 M Order2,-81.83333333,30.10688561,19,-2.718093608,0.858087558,,"t(19) = -2.718, p = 8.581e-01"
1228,NR1 M Order1 - G1 M Order2,-73.66666667,21.11490425,19,-3.488846826,0.4446193,,"t(19) = -3.489, p = 4.446e-01"
1229,NR1 M Order1 - G2 M Order2,11.16666667,25.38422289,19,0.439905792,1.0,,"t(19) = 0.440, p = 1.000e+00"
1230,NR1 M Order1 - NR0 M Order2,-80.83333333,21.45981557,19,-3.766730104,0.310194064,,"t(19) = -3.767, p = 3.102e-01"
1231,NR1 M Order1 - NR1 M Order2,-61.16666667,22.5222567,19,-2.715832054,0.859021732,,"t(19) = -2.716, p = 8.590e-01"
1232,NR1 M Order1 - NR2 M Order2,-41.33333333,19.64085431,19,-2.104457,0.991622653,,"t(19) = -2.104, p = 9.916e-01"
1233,NR1 M Order1 - NR3 M Order2,-37.66666667,20.04308955,19,-1.879284458,0.998647917,,"t(19) = -1.879, p = 9.986e-01"
1234,NR1 M Order1 - NR4 M Order2,-36.33333333,20.06627907,19,-1.810666203,0.999317671,,"t(19) = -1.811, p = 9.993e-01"
1235,NR1 M Order1 - NR5 M Order2,-24.83333333,21.53167122,19,-1.153339798,1.0,,"t(19) = -1.153, p = 1.000e+00"
1236,NR1 M Order1 - NR6 M Order2,-20.5,19.94458698,19,-1.027847808,1.0,,"t(19) = -1.028, p = 1.000e+00"
1237,NR1 M Order1 - PR0 M Order2,21.83333333,19.93509204,19,1.095221095,1.0,,"t(19) = 1.095, p = 1.000e+00"
1238,NR1 M Order1 - PR1 M Order2,29.66666667,21.51818896,19,1.378678602,0.999998833,,"t(19) = 1.379, p = 1.000e+00"
1239,NR1 M Order1 - PR2 M Order2,0.666666667,21.48712385,19,0.031026333,1.0,,"t(19) = 0.031, p = 1.000e+00"
1240,NR1 M Order1 - PR3 M Order2,-19.0,21.2063518,19,-0.895957974,1.0,,"t(19) = -0.896, p = 1.000e+00"
1241,NR1 M Order1 - PR4 M Order2,-52.33333333,21.93994328,19,-2.385299391,0.958722269,,"t(19) = -2.385, p = 9.587e-01"
1242,NR1 M Order1 - PR5 M Order2,-57.83333333,21.65728542,19,-2.670386995,0.877100794,,"t(19) = -2.670, p = 8.771e-01"
1243,NR1 M Order1 - PR6 M Order2,-78.33333333,21.44495879,19,-3.65276213,0.36187298,,"t(19) = -3.653, p = 3.619e-01"
1244,NR2 M Order1 - NR3 M Order1,6.833333333,7.183659984,19,0.951232846,1.0,,"t(19) = 0.951, p = 1.000e+00"
1245,NR2 M Order1 - NR4 M Order1,5.5,8.512907297,19,0.646077751,1.0,,"t(19) = 0.646, p = 1.000e+00"
1246,NR2 M Order1 - NR5 M Order1,-2.666666667,13.34795251,19,-0.199780952,1.0,,"t(19) = -0.200, p = 1.000e+00"
1247,NR2 M Order1 - NR6 M Order1,-0.833333333,12.63599703,19,-0.065949156,1.0,,"t(19) = -0.066, p = 1.000e+00"
1248,NR2 M Order1 - PR0 M Order1,45.33333333,18.6684288,19,2.428342193,0.949898973,,"t(19) = 2.428, p = 9.499e-01"
1249,NR2 M Order1 - PR1 M Order1,30.33333333,20.4534059,19,1.483045586,0.999991826,,"t(19) = 1.483, p = 1.000e+00"
1250,NR2 M Order1 - PR2 M Order1,-2.0,18.87604999,19,-0.105954371,1.0,,"t(19) = -0.106, p = 1.000e+00"
1251,NR2 M Order1 - PR3 M Order1,-10.33333333,14.9181392,19,-0.692669052,1.0,,"t(19) = -0.693, p = 1.000e+00"
1252,NR2 M Order1 - PR4 M Order1,-17.66666667,14.89790793,19,-1.185848828,1.0,,"t(19) = -1.186, p = 1.000e+00"
1253,NR2 M Order1 - PR5 M Order1,-14.83333333,15.47971697,19,-0.958243188,1.0,,"t(19) = -0.958, p = 1.000e+00"
1254,NR2 M Order1 - PR6 M Order1,-5.333333333,12.08702605,19,-0.441244464,1.0,,"t(19) = -0.441, p = 1.000e+00"
1255,NR2 M Order1 - G0 F Order2,-24.66666667,28.01670346,19,-0.88042716,1.0,,"t(19) = -0.880, p = 1.000e+00"
1256,NR2 M Order1 - G1 F Order2,-28.5,18.00972772,19,-1.582478117,0.999960268,,"t(19) = -1.582, p = 1.000e+00"
1257,NR2 M Order1 - G2 F Order2,-10.16666667,22.86634827,19,-0.444612605,1.0,,"t(19) = -0.445, p = 1.000e+00"
1258,NR2 M Order1 - NR0 F Order2,-18.0,18.41289753,19,-0.977575635,1.0,,"t(19) = -0.978, p = 1.000e+00"
1259,NR2 M Order1 - NR1 F Order2,-43.16666667,19.64085431,19,-2.197799851,0.984719822,,"t(19) = -2.198, p = 9.847e-01"
1260,NR2 M Order1 - NR2 F Order2,-6.166666667,16.25651466,19,-0.379335103,1.0,,"t(19) = -0.379, p = 1.000e+00"
1261,NR2 M Order1 - NR3 F Order2,9.833333333,16.74026731,19,0.587405992,1.0,,"t(19) = 0.587, p = 1.000e+00"
1262,NR2 M Order1 - NR4 F Order2,25.66666667,16.76802513,19,1.53069109,0.999982026,,"t(19) = 1.531, p = 1.000e+00"
1263,NR2 M Order1 - NR5 F Order2,-24.66666667,18.49659365,19,-1.333578881,0.999999547,,"t(19) = -1.334, p = 1.000e+00"
1264,NR2 M Order1 - NR6 F Order2,-21.5,16.62220385,19,-1.293450628,1.0,,"t(19) = -1.293, p = 1.000e+00"
1265,NR2 M Order1 - PR0 F Order2,56.83333333,16.61080991,19,3.421466722,0.481064518,,"t(19) = 3.421, p = 4.811e-01"
1266,NR2 M Order1 - PR1 F Order2,31.0,18.48089736,19,1.677407725,0.999854008,,"t(19) = 1.677, p = 9.999e-01"
1267,NR2 M Order1 - PR2 F Order2,-26.16666667,18.44471746,19,-1.418653699,0.999997444,,"t(19) = -1.419, p = 1.000e+00"
