Unnamed: 0,contrast,estimate,SE,df,t.ratio,p.value,Significance,Test Details
688,PR1 F Order1 - G0 M Order1,-56.16666667,30.06802716,19,-1.867986428,0.998786294,,"t(19) = -1.868, p = 9.988e-01"
689,PR1 F Order1 - G1 M Order1,-19.16666667,21.05946052,19,-0.910121447,1.0,,"t(19) = -0.910, p = 1.000e+00"
690,PR1 F Order1 - G2 M Order1,4.166666667,25.33812282,19,0.164442595,1.0,,"t(19) = 0.164, p = 1.000e+00"
691,PR1 F Order1 - NR0 M Order1,36.0,21.40526524,19,1.681829194,0.999845568,,"t(19) = 1.682, p = 9.998e-01"
692,PR1 F Order1 - NR1 M Order1,28.33333333,22.47028577,19,1.260924477,1.0,,"t(19) = 1.261, p = 1.000e+00"
693,PR1 F Order1 - NR2 M Order1,21.16666667,19.58123729,19,1.080966762,1.0,,"t(19) = 1.081, p = 1.000e+00"
694,PR1 F Order1 - NR3 M Order1,28.0,19.98467249,19,1.401073749,0.999998178,,"t(19) = 1.401, p = 1.000e+00"
695,PR1 F Order1 - NR4 M Order1,26.66666667,20.00792971,19,1.332804895,0.999999555,,"t(19) = 1.333, p = 1.000e+00"
696,PR1 F Order1 - NR5 M Order1,18.5,21.4773034,19,0.861374431,1.0,,"t(19) = 0.861, p = 1.000e+00"
697,PR1 F Order1 - NR6 M Order1,20.33333333,19.88588056,19,1.022501029,1.0,,"t(19) = 1.023, p = 1.000e+00"
698,PR1 F Order1 - PR0 M Order1,66.5,19.87635758,19,3.34568342,0.523335944,,"t(19) = 3.346, p = 5.233e-01"
699,PR1 F Order1 - PR1 M Order1,51.5,21.46378699,19,2.399390192,0.955963315,,"t(19) = 2.399, p = 9.560e-01"
700,PR1 F Order1 - PR2 M Order1,19.16666667,21.43264303,19,0.894274525,1.0,,"t(19) = 0.894, p = 1.000e+00"
701,PR1 F Order1 - PR3 M Order1,10.83333333,21.15114779,19,0.512186546,1.0,,"t(19) = 0.512, p = 1.000e+00"
702,PR1 F Order1 - PR4 M Order1,3.5,21.88658966,19,0.159915275,1.0,,"t(19) = 0.160, p = 1.000e+00"
703,PR1 F Order1 - PR5 M Order1,6.333333333,21.60323373,19,0.293165987,1.0,,"t(19) = 0.293, p = 1.000e+00"
704,PR1 F Order1 - PR6 M Order1,15.83333333,21.39037057,19,0.740208463,1.0,,"t(19) = 0.740, p = 1.000e+00"
705,PR1 F Order1 - G0 F Order2,-3.5,30.06802716,19,-0.116402715,1.0,,"t(19) = -0.116, p = 1.000e+00"
706,PR1 F Order1 - G1 F Order2,-7.333333333,21.05946052,19,-0.34822038,1.0,,"t(19) = -0.348, p = 1.000e+00"
707,PR1 F Order1 - G2 F Order2,11.0,25.33812282,19,0.434128451,1.0,,"t(19) = 0.434, p = 1.000e+00"
708,PR1 F Order1 - NR0 F Order2,3.166666667,21.40526524,19,0.147938679,1.0,,"t(19) = 0.148, p = 1.000e+00"
709,PR1 F Order1 - NR1 F Order2,-22.0,22.47028577,19,-0.97907077,1.0,,"t(19) = -0.979, p = 1.000e+00"
710,PR1 F Order1 - NR2 F Order2,15.0,19.58123729,19,0.766039438,1.0,,"t(19) = 0.766, p = 1.000e+00"
711,PR1 F Order1 - NR3 F Order2,31.0,19.98467249,19,1.551188793,0.99997521,,"t(19) = 1.551, p = 1.000e+00"
712,PR1 F Order1 - NR4 F Order2,46.83333333,20.00792971,19,2.340738597,0.966646874,,"t(19) = 2.341, p = 9.666e-01"
713,PR1 F Order1 - NR5 F Order2,-3.5,21.4773034,19,-0.16296273,1.0,,"t(19) = -0.163, p = 1.000e+00"
714,PR1 F Order1 - NR6 F Order2,-0.333333333,19.88588056,19,-0.016762312,1.0,,"t(19) = -0.017, p = 1.000e+00"
715,PR1 F Order1 - PR0 F Order2,78.0,19.87635758,19,3.924260252,0.24743123,,"t(19) = 3.924, p = 2.474e-01"
716,PR1 F Order1 - PR1 F Order2,52.16666667,21.46378699,19,2.43045026,0.949436292,,"t(19) = 2.430, p = 9.494e-01"
717,PR1 F Order1 - PR2 F Order2,-5.0,21.43264303,19,-0.233289007,1.0,,"t(19) = -0.233, p = 1.000e+00"
718,PR1 F Order1 - PR3 F Order2,14.33333333,21.15114779,19,0.6776622,1.0,,"t(19) = 0.678, p = 1.000e+00"
719,PR1 F Order1 - PR4 F Order2,0.5,21.88658966,19,0.022845039,1.0,,"t(19) = 0.023, p = 1.000e+00"
720,PR1 F Order1 - PR5 F Order2,-15.66666667,21.60323373,19,-0.725200072,1.0,,"t(19) = -0.725, p = 1.000e+00"
721,PR1 F Order1 - PR6 F Order2,21.83333333,21.39037057,19,1.020708513,1.0,,"t(19) = 1.021, p = 1.000e+00"
722,PR1 F Order1 - G0 M Order2,-53.5,30.06802716,19,-1.779298646,0.999512477,,"t(19) = -1.779, p = 9.995e-01"
723,PR1 F Order1 - G1 M Order2,-45.33333333,21.05946052,19,-2.152635073,0.988462595,,"t(19) = -2.153, p = 9.885e-01"
724,PR1 F Order1 - G2 M Order2,39.5,25.33812282,19,1.5589158,0.999972088,,"t(19) = 1.559, p = 1.000e+00"
725,PR1 F Order1 - NR0 M Order2,-52.5,21.40526524,19,-2.452667575,0.944382745,,"t(19) = -2.453, p = 9.444e-01"
726,PR1 F Order1 - NR1 M Order2,-32.83333333,22.47028577,19,-1.461188953,0.999994418,,"t(19) = -1.461, p = 1.000e+00"
727,PR1 F Order1 - NR2 M Order2,-13.0,19.58123729,19,-0.663900846,1.0,,"t(19) = -0.664, p = 1.000e+00"
728,PR1 F Order1 - NR3 M Order2,-9.333333333,19.98467249,19,-0.467024583,1.0,,"t(19) = -0.467, p = 1.000e+00"
729,PR1 F Order1 - NR4 M Order2,-8.0,20.00792971,19,-0.399841469,1.0,,"t(19) = -0.400, p = 1.000e+00"
730,PR1 F Order1 - NR5 M Order2,3.5,21.4773034,19,0.16296273,1.0,,"t(19) = 0.163, p = 1.000e+00"
731,PR1 F Order1 - NR6 M Order2,7.833333333,19.88588056,19,0.393914331,1.0,,"t(19) = 0.394, p = 1.000e+00"
732,PR1 F Order1 - PR0 M Order2,50.16666667,19.87635758,19,2.523936615,0.925936404,,"t(19) = 2.524, p = 9.259e-01"
733,PR1 F Order1 - PR1 M Order2,58.0,21.46378699,19,2.702225848,0.864573815,,"t(19) = 2.702, p = 8.646e-01"
734,PR1 F Order1 - PR2 M Order2,29.0,21.43264303,19,1.353076238,0.999999312,,"t(19) = 1.353, p = 1.000e+00"
735,PR1 F Order1 - PR3 M Order2,9.333333333,21.15114779,19,0.441268409,1.0,,"t(19) = 0.441, p = 1.000e+00"
736,PR1 F Order1 - PR4 M Order2,-24.0,21.88658966,19,-1.096561884,1.0,,"t(19) = -1.097, p = 1.000e+00"
737,PR1 F Order1 - PR5 M Order2,-29.5,21.60323373,19,-1.365536307,0.999999108,,"t(19) = -1.366, p = 1.000e+00"
738,PR1 F Order1 - PR6 M Order2,-50.0,21.39037057,19,-2.337500411,0.967176711,,"t(19) = -2.338, p = 9.672e-01"
739,PR2 F Order1 - PR3 F Order1,10.6,14.29140338,19,0.741704626,1.0,,"t(19) = 0.742, p = 1.000e+00"
740,PR2 F Order1 - PR4 F Order1,4.4,16.63921599,19,0.264435536,1.0,,"t(19) = 0.264, p = 1.000e+00"
741,PR2 F Order1 - PR5 F Order1,-27.6,18.06737877,19,-1.527615066,0.999982888,,"t(19) = -1.528, p = 1.000e+00"
742,PR2 F Order1 - PR6 F Order1,-23.4,17.51852153,19,-1.335729158,0.999999525,,"t(19) = -1.336, p = 1.000e+00"
743,PR2 F Order1 - G0 M Order1,-74.56666667,30.04135648,19,-2.482133811,0.937173734,,"t(19) = -2.482, p = 9.372e-01"
744,PR2 F Order1 - G1 M Order1,-37.56666667,21.0213634,19,-1.787070893,0.999469362,,"t(19) = -1.787, p = 9.995e-01"
745,PR2 F Order1 - G2 M Order1,-14.23333333,25.30646775,19,-0.562438562,1.0,,"t(19) = -0.562, p = 1.000e+00"
746,PR2 F Order1 - NR0 M Order1,17.6,21.36778468,19,0.82366985,1.0,,"t(19) = 0.824, p = 1.000e+00"
747,PR2 F Order1 - NR1 M Order1,9.933333333,22.43458457,19,0.442768766,1.0,,"t(19) = 0.443, p = 1.000e+00"
748,PR2 F Order1 - NR2 M Order1,2.766666667,19.54025834,19,0.141588029,1.0,,"t(19) = 0.142, p = 1.000e+00"
749,PR2 F Order1 - NR3 M Order1,9.6,19.94452247,19,0.481335164,1.0,,"t(19) = 0.481, p = 1.000e+00"
750,PR2 F Order1 - NR4 M Order1,8.266666667,19.96782646,19,0.413999325,1.0,,"t(19) = 0.414, p = 1.000e+00"
751,PR2 F Order1 - NR5 M Order1,0.1,21.43994878,19,0.00466419,1.0,,"t(19) = 0.005, p = 1.000e+00"
752,PR2 F Order1 - NR6 M Order1,1.933333333,19.84553067,19,0.09741908,1.0,,"t(19) = 0.097, p = 1.000e+00"
753,PR2 F Order1 - PR0 M Order1,48.1,19.83598832,19,2.424885477,0.9506514,,"t(19) = 2.425, p = 9.507e-01"
754,PR2 F Order1 - PR1 M Order1,33.1,21.4264088,19,1.544822574,0.999977541,,"t(19) = 1.545, p = 1.000e+00"
755,PR2 F Order1 - PR2 M Order1,0.766666667,21.39521043,19,0.035833565,1.0,,"t(19) = 0.036, p = 1.000e+00"
756,PR2 F Order1 - PR3 M Order1,-7.566666667,21.11321612,19,-0.358385318,1.0,,"t(19) = -0.358, p = 1.000e+00"
757,PR2 F Order1 - PR4 M Order1,-14.9,21.84993476,19,-0.681924233,1.0,,"t(19) = -0.682, p = 1.000e+00"
758,PR2 F Order1 - PR5 M Order1,-12.06666667,21.56609723,19,-0.559520183,1.0,,"t(19) = -0.560, p = 1.000e+00"
759,PR2 F Order1 - PR6 M Order1,-2.566666667,21.35286387,19,-0.120202455,1.0,,"t(19) = -0.120, p = 1.000e+00"
760,PR2 F Order1 - G0 F Order2,-21.9,30.04135648,19,-0.728995044,1.0,,"t(19) = -0.729, p = 1.000e+00"
761,PR2 F Order1 - G1 F Order2,-25.73333333,21.0213634,19,-1.22415149,1.0,,"t(19) = -1.224, p = 1.000e+00"
762,PR2 F Order1 - G2 F Order2,-7.4,25.30646775,19,-0.292415365,1.0,,"t(19) = -0.292, p = 1.000e+00"
763,PR2 F Order1 - NR0 F Order2,-15.23333333,21.36778468,19,-0.712911215,1.0,,"t(19) = -0.713, p = 1.000e+00"
764,PR2 F Order1 - NR1 F Order2,-40.4,22.43458457,19,-1.80079109,0.999385174,,"t(19) = -1.801, p = 9.994e-01"
765,PR2 F Order1 - NR2 F Order2,-3.4,19.54025834,19,-0.173999747,1.0,,"t(19) = -0.174, p = 1.000e+00"
766,PR2 F Order1 - NR3 F Order2,12.6,19.94452247,19,0.631752403,1.0,,"t(19) = 0.632, p = 1.000e+00"
767,PR2 F Order1 - NR4 F Order2,28.43333333,19.96782646,19,1.423957354,0.999997174,,"t(19) = 1.424, p = 1.000e+00"
768,PR2 F Order1 - NR5 F Order2,-21.9,21.43994878,19,-1.021457664,1.0,,"t(19) = -1.021, p = 1.000e+00"
769,PR2 F Order1 - NR6 F Order2,-18.73333333,19.84553067,19,-0.943957289,1.0,,"t(19) = -0.944, p = 1.000e+00"
770,PR2 F Order1 - PR0 F Order2,59.6,19.83598832,19,3.004639801,0.717752463,,"t(19) = 3.005, p = 7.178e-01"
771,PR2 F Order1 - PR1 F Order2,33.76666667,21.4264088,19,1.575936825,0.999963932,,"t(19) = 1.576, p = 1.000e+00"
772,PR2 F Order1 - PR2 F Order2,-23.4,21.39521043,19,-1.093702727,1.0,,"t(19) = -1.094, p = 1.000e+00"
773,PR2 F Order1 - PR3 F Order2,-4.066666667,21.11321612,19,-0.192612373,1.0,,"t(19) = -0.193, p = 1.000e+00"
774,PR2 F Order1 - PR4 F Order2,-17.9,21.84993476,19,-0.819224414,1.0,,"t(19) = -0.819, p = 1.000e+00"
775,PR2 F Order1 - PR5 F Order2,-34.06666667,21.56609723,19,-1.579639853,0.999961897,,"t(19) = -1.580, p = 1.000e+00"
776,PR2 F Order1 - PR6 F Order2,3.433333333,21.35286387,19,0.160790297,1.0,,"t(19) = 0.161, p = 1.000e+00"
777,PR2 F Order1 - G0 M Order2,-71.9,30.04135648,19,-2.393367291,0.95715781,,"t(19) = -2.393, p = 9.572e-01"
778,PR2 F Order1 - G1 M Order2,-63.73333333,21.0213634,19,-3.031836333,0.702718576,,"t(19) = -3.032, p = 7.027e-01"
779,PR2 F Order1 - G2 M Order2,21.1,25.30646775,19,0.833778946,1.0,,"t(19) = 0.834, p = 1.000e+00"
780,PR2 F Order1 - NR0 M Order2,-70.9,21.36778468,19,-3.318079111,0.538994337,,"t(19) = -3.318, p = 5.390e-01"
781,PR2 F Order1 - NR1 M Order2,-51.23333333,22.43458457,19,-2.28367649,0.975119176,,"t(19) = -2.284, p = 9.751e-01"
782,PR2 F Order1 - NR2 M Order2,-31.4,19.54025834,19,-1.606938837,0.999943425,,"t(19) = -1.607, p = 9.999e-01"
783,PR2 F Order1 - NR3 M Order2,-27.73333333,19.94452247,19,-1.390523808,0.99999852,,"t(19) = -1.391, p = 1.000e+00"
784,PR2 F Order1 - NR4 M Order2,-26.4,19.96782646,19,-1.322126875,0.999999648,,"t(19) = -1.322, p = 1.000e+00"
785,PR2 F Order1 - NR5 M Order2,-14.9,21.43994878,19,-0.694964347,1.0,,"t(19) = -0.695, p = 1.000e+00"
786,PR2 F Order1 - NR6 M Order2,-10.56666667,19.84553067,19,-0.532445659,1.0,,"t(19) = -0.532, p = 1.000e+00"
787,PR2 F Order1 - PR0 M Order2,31.76666667,19.83598832,19,1.601466292,0.999947666,,"t(19) = 1.601, p = 9.999e-01"
788,PR2 F Order1 - PR1 M Order2,39.6,21.4264088,19,1.848186524,0.998999855,,"t(19) = 1.848, p = 9.990e-01"
789,PR2 F Order1 - PR2 M Order2,10.6,21.39521043,19,0.495437988,1.0,,"t(19) = 0.495, p = 1.000e+00"
790,PR2 F Order1 - PR3 M Order2,-9.066666667,21.11321612,19,-0.429430865,1.0,,"t(19) = -0.429, p = 1.000e+00"
791,PR2 F Order1 - PR4 M Order2,-42.4,21.84993476,19,-1.940509226,0.997643795,,"t(19) = -1.941, p = 9.976e-01"
792,PR2 F Order1 - PR5 M Order2,-47.9,21.56609723,19,-2.221078737,0.982458657,,"t(19) = -2.221, p = 9.825e-01"
793,PR2 F Order1 - PR6 M Order2,-68.4,21.35286387,19,-3.203317383,0.604934932,,"t(19) = -3.203, p = 6.049e-01"
794,PR3 F Order1 - PR4 F Order1,-6.2,9.419073594,19,-0.658238832,1.0,,"t(19) = -0.658, p = 1.000e+00"
795,PR3 F Order1 - PR5 F Order1,-38.2,11.48322957,19,-3.326590291,0.534154207,,"t(19) = -3.327, p = 5.342e-01"
796,PR3 F Order1 - PR6 F Order1,-34.0,13.19203641,19,-2.577312475,0.909840778,,"t(19) = -2.577, p = 9.098e-01"
797,PR3 F Order1 - G0 M Order1,-85.16666667,29.80098217,19,-2.857847644,0.794544309,,"t(19) = -2.858, p = 7.945e-01"
798,PR3 F Order1 - G1 M Order1,-48.16666667,20.67639132,19,-2.329548998,0.968452025,,"t(19) = -2.330, p = 9.685e-01"
799,PR3 F Order1 - G2 M Order1,-24.83333333,25.02064645,19,-0.992513658,1.0,,"t(19) = -0.993, p = 1.000e+00"
800,PR3 F Order1 - NR0 M Order1,7.0,21.0284964,19,0.332881622,1.0,,"t(19) = 0.333, p = 1.000e+00"
801,PR3 F Order1 - NR1 M Order1,-0.666666667,22.11167166,19,-0.030149989,1.0,,"t(19) = -0.030, p = 1.000e+00"
802,PR3 F Order1 - NR2 M Order1,-7.833333333,19.16864978,19,-0.40865337,1.0,,"t(19) = -0.409, p = 1.000e+00"
803,PR3 F Order1 - NR3 M Order1,-1.0,19.58058771,19,-0.05107099,1.0,,"t(19) = -0.051, p = 1.000e+00"
804,PR3 F Order1 - NR4 M Order1,-2.333333333,19.60432432,19,-0.11902136,1.0,,"t(19) = -0.119, p = 1.000e+00"
805,PR3 F Order1 - NR5 M Order1,-10.5,21.10182082,19,-0.497587392,1.0,,"t(19) = -0.498, p = 1.000e+00"
806,PR3 F Order1 - NR6 M Order1,-8.666666667,19.47974657,19,-0.444906541,1.0,,"t(19) = -0.445, p = 1.000e+00"
807,PR3 F Order1 - PR0 M Order1,37.5,19.47002494,19,1.926037594,0.997924594,,"t(19) = 1.926, p = 9.979e-01"
808,PR3 F Order1 - PR1 M Order1,22.5,21.08806375,19,1.066954286,1.0,,"t(19) = 1.067, p = 1.000e+00"
809,PR3 F Order1 - PR2 M Order1,-9.833333333,21.05636407,19,-0.467000537,1.0,,"t(19) = -0.467, p = 1.000e+00"
810,PR3 F Order1 - PR3 M Order1,-18.16666667,20.7697697,19,-0.874668662,1.0,,"t(19) = -0.875, p = 1.000e+00"
811,PR3 F Order1 - PR4 M Order1,-25.5,21.51825011,19,-1.185040599,1.0,,"t(19) = -1.185, p = 1.000e+00"
812,PR3 F Order1 - PR5 M Order1,-22.66666667,21.22997853,19,-1.067672614,1.0,,"t(19) = -1.068, p = 1.000e+00"
813,PR3 F Order1 - PR6 M Order1,-13.16666667,21.01333467,19,-0.626586255,1.0,,"t(19) = -0.627, p = 1.000e+00"
814,PR3 F Order1 - G0 F Order2,-32.5,29.80098217,19,-1.090568083,1.0,,"t(19) = -1.091, p = 1.000e+00"
815,PR3 F Order1 - G1 F Order2,-36.33333333,20.67639132,19,-1.757237652,0.999618748,,"t(19) = -1.757, p = 9.996e-01"
816,PR3 F Order1 - G2 F Order2,-18.0,25.02064645,19,-0.719405873,1.0,,"t(19) = -0.719, p = 1.000e+00"
817,PR3 F Order1 - NR0 F Order2,-25.83333333,21.0284964,19,-1.228491702,1.0,,"t(19) = -1.228, p = 1.000e+00"
818,PR3 F Order1 - NR1 F Order2,-51.0,22.11167166,19,-2.306474191,0.971950054,,"t(19) = -2.306, p = 9.720e-01"
819,PR3 F Order1 - NR2 F Order2,-14.0,19.16864978,19,-0.730359215,1.0,,"t(19) = -0.730, p = 1.000e+00"
820,PR3 F Order1 - NR3 F Order2,2.0,19.58058771,19,0.10214198,1.0,,"t(19) = 0.102, p = 1.000e+00"
821,PR3 F Order1 - NR4 F Order2,17.83333333,19.60432432,19,0.909663248,1.0,,"t(19) = 0.910, p = 1.000e+00"
822,PR3 F Order1 - NR5 F Order2,-32.5,21.10182082,19,-1.540151453,0.999979124,,"t(19) = -1.540, p = 1.000e+00"
823,PR3 F Order1 - NR6 F Order2,-29.33333333,19.47974657,19,-1.505837524,0.999987997,,"t(19) = -1.506, p = 1.000e+00"
824,PR3 F Order1 - PR0 F Order2,49.0,19.47002494,19,2.516689123,0.927970396,,"t(19) = 2.517, p = 9.280e-01"
825,PR3 F Order1 - PR1 F Order2,23.16666667,21.08806375,19,1.098567746,1.0,,"t(19) = 1.099, p = 1.000e+00"
826,PR3 F Order1 - PR2 F Order2,-34.0,21.05636407,19,-1.614713722,0.999936872,,"t(19) = -1.615, p = 9.999e-01"
827,PR3 F Order1 - PR3 F Order2,-14.66666667,20.7697697,19,-0.706154516,1.0,,"t(19) = -0.706, p = 1.000e+00"
828,PR3 F Order1 - PR4 F Order2,-28.5,21.51825011,19,-1.32445714,0.999999629,,"t(19) = -1.324, p = 1.000e+00"
829,PR3 F Order1 - PR5 F Order2,-44.66666667,21.22997853,19,-2.103943092,0.991652195,,"t(19) = -2.104, p = 9.917e-01"
830,PR3 F Order1 - PR6 F Order2,-7.166666667,21.01333467,19,-0.341053278,1.0,,"t(19) = -0.341, p = 1.000e+00"
831,PR3 F Order1 - G0 M Order2,-82.5,29.80098217,19,-2.768365134,0.836511019,,"t(19) = -2.768, p = 8.365e-01"
832,PR3 F Order1 - G1 M Order2,-74.33333333,20.67639132,19,-3.595082536,0.389928869,,"t(19) = -3.595, p = 3.899e-01"
833,PR3 F Order1 - G2 M Order2,10.5,25.02064645,19,0.419653426,1.0,,"t(19) = 0.420, p = 1.000e+00"
834,PR3 F Order1 - NR0 M Order2,-81.5,21.0284964,19,-3.875693176,0.265693538,,"t(19) = -3.876, p = 2.657e-01"
835,PR3 F Order1 - NR1 M Order2,-61.83333333,22.11167166,19,-2.79641152,0.823825209,,"t(19) = -2.796, p = 8.238e-01"
836,PR3 F Order1 - NR2 M Order2,-42.0,19.16864978,19,-2.191077644,0.985329193,,"t(19) = -2.191, p = 9.853e-01"
837,PR3 F Order1 - NR3 M Order2,-38.33333333,19.58058771,19,-1.957721285,0.997269231,,"t(19) = -1.958, p = 9.973e-01"
838,PR3 F Order1 - NR4 M Order2,-37.0,19.60432432,19,-1.887338701,0.998541305,,"t(19) = -1.887, p = 9.985e-01"
839,PR3 F Order1 - NR5 M Order2,-25.5,21.10182082,19,-1.208426525,1.0,,"t(19) = -1.208, p = 1.000e+00"
840,PR3 F Order1 - NR6 M Order2,-21.16666667,19.47974657,19,-1.086598668,1.0,,"t(19) = -1.087, p = 1.000e+00"
841,PR3 F Order1 - PR0 M Order2,21.16666667,19.47002494,19,1.08714122,1.0,,"t(19) = 1.087, p = 1.000e+00"
842,PR3 F Order1 - PR1 M Order2,29.0,21.08806375,19,1.375185524,0.999998912,,"t(19) = 1.375, p = 1.000e+00"
843,PR3 F Order1 - PR2 M Order2,7.904787935331111e-14,21.05636407,19,3.75410869092142e-15,1.0,,"t(19) = 0.000, p = 1.000e+00"
844,PR3 F Order1 - PR3 M Order2,-19.66666667,20.7697697,19,-0.94688901,1.0,,"t(19) = -0.947, p = 1.000e+00"
845,PR3 F Order1 - PR4 M Order2,-53.0,21.51825011,19,-2.463025559,0.94191499,,"t(19) = -2.463, p = 9.419e-01"
846,PR3 F Order1 - PR5 M Order2,-58.5,21.22997853,19,-2.755537408,0.842161478,,"t(19) = -2.756, p = 8.422e-01"
847,PR3 F Order1 - PR6 M Order2,-79.0,21.01333467,19,-3.759517528,0.31331112,,"t(19) = -3.760, p = 3.133e-01"
848,PR4 F Order1 - PR5 F Order1,-32.0,8.818143179,19,-3.62888188,0.37333973,,"t(19) = -3.629, p = 3.733e-01"
849,PR4 F Order1 - PR6 F Order1,-27.8,12.39586802,19,-2.242682801,0.98014075,,"t(19) = -2.243, p = 9.801e-01"
850,PR4 F Order1 - G0 M Order1,-78.96666667,30.43157313,19,-2.59489269,0.904109009,,"t(19) = -2.595, p = 9.041e-01"
851,PR4 F Order1 - G1 M Order1,-41.96666667,21.57533924,19,-1.945121984,0.997547894,,"t(19) = -1.945, p = 9.975e-01"
852,PR4 F Order1 - G2 M Order1,-18.63333333,25.76848567,19,-0.723105485,1.0,,"t(19) = -0.723, p = 1.000e+00"
853,PR4 F Order1 - NR0 M Order1,13.2,21.9130045,19,0.602382024,1.0,,"t(19) = 0.602, p = 1.000e+00"
854,PR4 F Order1 - NR1 M Order1,5.533333333,22.95447949,19,0.241056798,1.0,,"t(19) = 0.241, p = 1.000e+00"
855,PR4 F Order1 - NR2 M Order1,-1.633333333,20.1350252,19,-0.081119011,1.0,,"t(19) = -0.081, p = 1.000e+00"
856,PR4 F Order1 - NR3 M Order1,5.2,20.52757951,19,0.253317738,1.0,,"t(19) = 0.253, p = 1.000e+00"
857,PR4 F Order1 - NR4 M Order1,3.866666667,20.55022232,19,0.188156926,1.0,,"t(19) = 0.188, p = 1.000e+00"
858,PR4 F Order1 - NR5 M Order1,-4.3,21.98337889,19,-0.195602324,1.0,,"t(19) = -0.196, p = 1.000e+00"
859,PR4 F Order1 - NR6 M Order1,-2.466666667,20.43141286,19,-0.120729128,1.0,,"t(19) = -0.121, p = 1.000e+00"
860,PR4 F Order1 - PR0 M Order1,43.7,20.42214427,19,2.139834065,0.989380821,,"t(19) = 2.140, p = 9.894e-01"
861,PR4 F Order1 - PR1 M Order1,28.7,21.97017383,19,1.306316474,0.999999753,,"t(19) = 1.306, p = 1.000e+00"
862,PR4 F Order1 - PR2 M Order1,-3.633333333,21.9397487,19,-0.165605057,1.0,,"t(19) = -0.166, p = 1.000e+00"
863,PR4 F Order1 - PR3 M Order1,-11.96666667,21.66484338,19,-0.552354174,1.0,,"t(19) = -0.552, p = 1.000e+00"
864,PR4 F Order1 - PR4 M Order1,-19.3,22.38341335,19,-0.862245615,1.0,,"t(19) = -0.862, p = 1.000e+00"
865,PR4 F Order1 - PR5 M Order1,-16.46666667,22.10642652,19,-0.744881433,1.0,,"t(19) = -0.745, p = 1.000e+00"
866,PR4 F Order1 - PR6 M Order1,-6.966666667,21.89845518,19,-0.318135074,1.0,,"t(19) = -0.318, p = 1.000e+00"
867,PR4 F Order1 - G0 F Order2,-26.3,30.43157313,19,-0.864233994,1.0,,"t(19) = -0.864, p = 1.000e+00"
868,PR4 F Order1 - G1 F Order2,-30.13333333,21.57533924,19,-1.396656294,0.999998329,,"t(19) = -1.397, p = 1.000e+00"
869,PR4 F Order1 - G2 F Order2,-11.8,25.76848567,19,-0.457923688,1.0,,"t(19) = -0.458, p = 1.000e+00"
870,PR4 F Order1 - NR0 F Order2,-19.63333333,21.9130045,19,-0.895967202,1.0,,"t(19) = -0.896, p = 1.000e+00"
871,PR4 F Order1 - NR1 F Order2,-44.8,22.95447949,19,-1.951688777,0.997405769,,"t(19) = -1.952, p = 9.974e-01"
872,PR4 F Order1 - NR2 F Order2,-7.8,20.1350252,19,-0.387384665,1.0,,"t(19) = -0.387, p = 1.000e+00"
873,PR4 F Order1 - NR3 F Order2,8.2,20.52757951,19,0.399462586,1.0,,"t(19) = 0.399, p = 1.000e+00"
874,PR4 F Order1 - NR4 F Order2,24.03333333,20.55022232,19,1.16949262,1.0,,"t(19) = 1.169, p = 1.000e+00"
875,PR4 F Order1 - NR5 F Order2,-26.3,21.98337889,19,-1.1963584,1.0,,"t(19) = -1.196, p = 1.000e+00"
876,PR4 F Order1 - NR6 F Order2,-23.13333333,20.43141286,19,-1.132243447,1.0,,"t(19) = -1.132, p = 1.000e+00"
877,PR4 F Order1 - PR0 F Order2,55.2,20.42214427,19,2.702948293,0.864281975,,"t(19) = 2.703, p = 8.643e-01"
878,PR4 F Order1 - PR1 F Order2,29.36666667,21.97017383,19,1.336660643,0.999999516,,"t(19) = 1.337, p = 1.000e+00"
879,PR4 F Order1 - PR2 F Order2,-27.8,21.9397487,19,-1.267106583,1.0,,"t(19) = -1.267, p = 1.000e+00"
880,PR4 F Order1 - PR3 F Order2,-8.466666667,21.66484338,19,-0.390802117,1.0,,"t(19) = -0.391, p = 1.000e+00"
881,PR4 F Order1 - PR4 F Order2,-22.3,22.38341335,19,-0.996273431,1.0,,"t(19) = -0.996, p = 1.000e+00"
882,PR4 F Order1 - PR5 F Order2,-38.46666667,22.10642652,19,-1.740067153,0.999686915,,"t(19) = -1.740, p = 9.997e-01"
883,PR4 F Order1 - PR6 F Order2,-0.966666667,21.89845518,19,-0.044143144,1.0,,"t(19) = -0.044, p = 1.000e+00"
884,PR4 F Order1 - G0 M Order2,-76.3,30.43157313,19,-2.507264402,0.93056147,,"t(19) = -2.507, p = 9.306e-01"
885,PR4 F Order1 - G1 M Order2,-68.13333333,21.57533924,19,-3.157926399,0.631111614,,"t(19) = -3.158, p = 6.311e-01"
886,PR4 F Order1 - G2 M Order2,16.7,25.76848567,19,0.64807844,1.0,,"t(19) = 0.648, p = 1.000e+00"
887,PR4 F Order1 - NR0 M Order2,-75.3,21.9130045,19,-3.436315637,0.472930565,,"t(19) = -3.436, p = 4.729e-01"
888,PR4 F Order1 - NR1 M Order2,-55.63333333,22.95447949,19,-2.423637328,0.950921179,,"t(19) = -2.424, p = 9.509e-01"
889,PR4 F Order1 - NR2 M Order2,-35.8,20.1350252,19,-1.777996285,0.999519397,,"t(19) = -1.778, p = 9.995e-01"
