"sex","order","diet","term","group1","group2","null.value","estimate","conf.low","conf.high","p.adj","p.adj.signif"
"F","1","NR","hour","3","18",0,0.600000000000001,-0.350890156528797,1.5508901565288,0.767,"ns"
"F","1","NR","hour","3","19",0,0.428571428571429,-0.522318727957368,1.37946158510023,0.99,"ns"
"F","1","NR","hour","3","20",0,0.314285714285715,-0.636604442243083,1.26517587081451,1,"ns"
"F","1","NR","hour","3","21",0,0.200000000000001,-0.750890156528797,1.1508901565288,1,"ns"
"F","1","NR","hour","3","22",0,0.428571428571429,-0.522318727957369,1.37946158510023,0.99,"ns"
"F","1","NR","hour","3","23",0,0.285714285714287,-0.665175870814511,1.23660444224308,1,"ns"
"F","1","NR","hour","4","5",0,-0.0857142857142862,-1.03660444224308,0.865175870814512,1,"ns"
"F","1","NR","hour","4","6",0,0.0571428571428576,-0.89374729938594,1.00803301367166,1,"ns"
"F","1","NR","hour","4","7",0,6.38378239159465e-16,-0.950890156528797,0.950890156528798,1,"ns"
"F","1","NR","hour","4","8",0,0.0285714285714292,-0.922318727957369,0.979461585100227,1,"ns"
"F","1","NR","hour","4","9",0,1.22124532708767e-15,-0.950890156528797,0.950890156528799,1,"ns"
"F","1","NR","hour","4","10",0,0.114285714285715,-0.836604442243083,1.06517587081451,1,"ns"
"F","1","NR","hour","4","11",0,0.342857142857143,-0.608033013671655,1.29374729938594,1,"ns"
