"sex","order","diet","term","group1","group2","null.value","estimate","conf.low","conf.high","p.adj","p.adj.signif"
"F","1","NR","hour","3","7",0,-0.771428571428571,-3.24969937249644,1.70684222963929,1,"ns"
"F","1","NR","hour","3","8",0,-0.657142857142856,-3.13541365821072,1.82112794392501,1,"ns"
"F","1","NR","hour","3","9",0,-0.685714285714285,-3.16398508678215,1.79255651535358,1,"ns"
"F","1","NR","hour","3","10",0,-0.8,-3.27827080106786,1.67827080106786,1,"ns"
"F","1","NR","hour","3","11",0,-0.657142857142857,-3.13541365821072,1.82112794392501,1,"ns"
"F","1","NR","hour","3","12",0,-0.628571428571429,-3.10684222963929,1.84969937249644,1,"ns"
"F","1","NR","hour","3","13",0,1.17142857142857,-1.30684222963929,3.64969937249644,0.983,"ns"
"F","1","NR","hour","3","14",0,1.2,-1.27827080106787,3.67827080106786,0.977,"ns"
"F","1","NR","hour","3","15",0,0.828571428571428,-1.64969937249644,3.30684222963929,1,"ns"
"F","1","NR","hour","3","16",0,0.542857142857143,-1.93541365821072,3.02112794392501,1,"ns"
"F","1","NR","hour","3","17",0,0.485714285714285,-1.99255651535358,2.96398508678215,1,"ns"
"F","1","NR","hour","3","18",0,-0.114285714285715,-2.59255651535358,2.36398508678215,1,"ns"
"F","1","NR","hour","3","19",0,-0.200000000000001,-2.67827080106787,2.27827080106786,1,"ns"
"F","1","NR","hour","3","20",0,-0.714285714285714,-3.19255651535358,1.76398508678215,1,"ns"
"F","1","NR","hour","3","21",0,-0.4,-2.87827080106787,2.07827080106786,1,"ns"
"F","1","NR","hour","3","22",0,-0.4,-2.87827080106787,2.07827080106786,1,"ns"
"F","1","NR","hour","3","23",0,-0.0285714285714291,-2.50684222963929,2.44969937249644,1,"ns"
"F","1","NR","hour","4","5",0,-0.485714285714286,-2.96398508678215,1.99255651535358,1,"ns"
"F","1","NR","hour","4","6",0,-0.485714285714286,-2.96398508678215,1.99255651535358,1,"ns"
"F","1","NR","hour","4","7",0,-0.714285714285713,-3.19255651535358,1.76398508678215,1,"ns"
